身份证	身份证 🪪
月	月 🈷 ㊊ ㈪ ㋀ ㋁ ㋂ ㋃ ㋄ ㋅ ㋆ ㋇ ㋈ ㋉ ㋊ ㋋ 🌝 🌚 🌑 🌒 🌓 🌔 🌕 🌖 🌗 🌘 🌙 🌛 🌜
日	日 ㊐ ㈰ ㏠ ㏡ ㏢ ㏣ ㏤ ㏥ ㏦ ㏧ ㏨ ㏩ ㏪ ㏫ ㏬ ㏭ ㏮ ㏯ ㏰ ㏱ ㏲ ㏳ ㏴ ㏵ ㏶ ㏷ ㏸ ㏹ ㏺ ㏻ ㏼ ㏽ ㏾
点	点 · ・ • ● ⬤ 🉄 ㍘ ㍙ ㍚ ㍛ ㍜ ㍝ ㍞ ㍟ ㍠ ㍡ ㍢ ㍣ ㍤ ㍥ ㍦ ㍧ ㍨ ㍩ ㍪ ㍫ ㍬ ㍭ ㍮ ㍯ ㍰
上午	上午 ㏂
下午	下午 ㏘
酸碱	酸碱 ㏗
标准	标准 ⊖ ⦵
定义	定义 ≔ ≝ ≕
分数	分数 ⁄ ½ ⅓ ⅔ ¼ ¾ ⅕ ⅖ ⅗ ⅘ ⅙ ⅚ ⅐ ⅛ ⅜ ⅝ ⅞ ⅑ ⅒ ⅟ ↉ ℀ ℁ ℅ ℆ ⅍
标志	标志 ㍻ ㍼ ㍽ ㍾ ㋿ ㍿ ✆ ☏ 〒 〶 〠 ☢ ☣ ☠ ♲ ♳ ♴ ♵ ♶ ♷ ♸ ♹ ♺ ♻ ♼ ♽ ♾ ℠ $ € ¥ ¢ £ ₽ ₨ ₩ ฿ ₺ ₮ ₱ ₭ ₴ ₦ ৲ ৳ ૱ ௹ ﷼ ₹ ₲ ₪ ₡ ₫ ៛ ₵ ₢ ₸ ₤ ₳ ₥ ₠ ₣ ₰ ₧ ₯ ♩ ♪ ♫ ♬ ♭ ♮ ♯
几何	几何 ● ○ ◯ ◦⦿ ◉ ◎  ▷ ▸ ▹ ► ▻  ◁ ◂ ◃ ◄ ◅ ▼ ▽ ▾ ▿ ▲ △ ▴ ▵ ■ □  ▢ ▣ ◆ ◇ ◊ ◈ ❖ ❍ ◌ ◍ ◖ ◗ ◐ ◑ ◒ ◓ ◔ ◕ ◴ ◵ ◶ ◷ ◘ ◙ ◚ ◛ ▤ ▥ ▦ ▧ ▨ ▩ ◧ ◨ ◩ ◪ ◫ ◰ ◱ ◲ ◳ ▖ ▗ ▘ ▝ ▚ ▞ ▙ ▛ ▜ ▟ ❏ ❐ ❑ ❒ ❘ ❙ ❚ ▀ ▬ ▔ ▁ ▂ ▃ ▄ ▅ ▆ ▇ █ ▉ ▊ ▋ ▌ ▍ ▎ ▏ ▕ ▐ ▮ ▯ ░ ▒ ▓ ▰ ▱ ◬ ◭ ◮ ◢ ◣ ◤ ◥ ◸ ◹ ◺ ◿ ┏ ┳┓┣╋┫┗┻┛╔╦ ╗ ╠ ╬ ╣ ╚ ╩ ╝ ╓ ╥ ╖ ╟ ╫ ╢ ╙ ╨ ╜ ┌ ┬ ┐ ├ ┼ ┤ └ ┴ ┘ ╭ ╮ ╰ ╯ ━ ═ ╱ ╲ ┅ ┈ ┃ ║ ┆ ┇ ╳
音标	音标 i: ɜ: ɑ: ɔ: u: ɪ e æ ʌ ɒ ʊ ə eɪ aɪ ɔɪ əʊ aʊ ɪə eə ʊə p t k f θ s ʃ h tʃ ts tr b d g v ð z ʒ r dʒ dz dr j w m n ŋ l
声调	声调 ˉ ˊ ˇ ˋ ˆ ˙ ˜ ˥ ˦ ˧ ˨ ˩ ꜀ ꜁ ꜂ ꜃ ꜄ ꜅ ꜆ ꜇
横	横 一
竖	竖 丨 |
撇	撇 丿
捺	捺 丶
折	折 乛 乚 亅
不久	不久 🔜
上	上 ㊤ 🆙 ⬆ ↑ ⇑ ⇧ ⇡ ⇈ 📈
下	下 ㊦ ⬇ ↓ ⇓ ⇩ ⇣ ⇊ 📉
上涨	上涨 📈
下跌	下跌 📉
增长	增长 📈
减少	减少 📉
左	左 ㊧ ⬅ 🈬 ← ⇐ ⇦ ⇠ ⇇
右	右 ㊨ ➡ 🈮 → ⇒ ⇨ ⇢ ⇉
箭头	箭头 ⬆ ↗ ➡ ↘ ⬇ ↙ ⬅ ↖ ↕ ↔ ↩ ↪ ⤴ ⤵ 🔃 🔄 🔙 🔚 🔛 🔜 🔝 ↑ ⇑ ⇧ ⇡ ⇈ ↓ ⇓ ⇩ ⇣ ⇊ ← ⇐ ⇦ ⇠ ⇇ → ⇒ ⇨ ⇢ ⇉ ↵ ↳ ↰ ↱ ↶ ↷ ↺ ↻ ↚ ↛ ↮ ↜ ↝ ↞ ↟ ↠ ↡ ↢ ↣ ↤ ↥ ↦ ↧ ↨ ↫ ↬ ↭ ↯ ↲ ↴ ↸ ↹ ↼ ↽ ↾ ↿ ⇀ ⇁ ⇂ ⇃ ⇄ ⇅ ⇆ ⇇ ⇈ ⇉ ⇊ ⇋ ⇌ ⇍ ⇏ ⇔ ⇎ ⇕ ⇖ ⇗ ⇘ ⇙ ⇚ ⇛ ⇜ ⇝ ⇞ ⇟ ⇤ ⇥ ⇪ ⇫ ⇬ ⇭ ⇮ ⇯ ⇰ ⇱ ⇲ ⇳ ⇴ ⇵ ⇶ ⇷ ⇸ ⇹ ⇺ ⇻ ⇼ ⇽ ➔ ➘ ➙ ➚ ➛ ➜ ➝ ➞ ➟ ➠ ➢ ➣ ➤ ➥ ➦ ➧ ➨ ➩ ➪ ➫ ➬ ➭ ➮ ➱ ➲ ⎋ ➳ ➴ ➵ ➶ ➷ ➸ ➹ ➺ ➻ ➼ ➽ ➾ ⟰ ⟱
礼拜室	礼拜室 🛐
寺庙	寺庙 🛕
庙	庙 🛕
原子	原子 ⚛️
无穷	无穷 ♾️ ♾ ∞ +∞ -∞
无限	无限 ♾️ ♾ ∞
宗教	宗教 🕉 ✡ ☸ ✝ ☦ ☪ ☮ 🪬 🕎 🔯 ☯️ 🛐 🪯 ⛪️ 🕌 🕍 🕋 ⛩
基督教	基督教 ✝
太极	太极 ☯
阴阳	阴阳 ☯
乾	乾 ☰
兑	兑 ☱
离	离 ☲
震	震 ☳
坤	坤 ☷
艮	艮 ☶
坎	坎 ☵
巽	巽 ☴
十字架	十字架 ✝
星座	星座 ♒ ♓ ♈ ♉ ♊ ♋ ♌ ♍ ♎ ♏ ♐ ♑
水瓶座	水瓶座 ♒
双鱼座	双鱼座 ♓
白羊座	白羊座 ♈
金牛座	金牛座 ♉
双子座	双子座 ♊
巨蟹座	巨蟹座 ♋
狮子座	狮子座 ♌
处女座	处女座 ♍
天秤座	天秤座 ♎
天蝎座	天蝎座 ♏
射手座	射手座 ♐
摩羯座	摩羯座 ♑
电影院	电影院 🎦
亮度	亮度 🔅 🔆
信号	信号 📶
无线	无线 🛜
震动	震动 📳
关机	关机 📴
循环	循环 ♻ 🔁 ♳ ♴ ♵ ♶ ♷ ♸ ♹ ♺ ♲ ♼ ♽
单曲	单曲 🔂
随机	随机 🔀
徽章	徽章 📛
共产党	共产党 ☭
党	党 ☭
共产主义	共产主义 ☭
国民党	国民党 ❂
叉	叉 🔱 ❌ ✖ ✗ ✘ × ╳ ☒ ❎ * ⊗
戟	戟 🔱
勾	勾 ✔️ ✅ ☑ ✓ ✔ ⭕ √
新手	新手 🔰
对	对 ✔️ ✅ ☑ ✓ ✔ ⭕ √
对勾	对勾 ✔️ ✅ ☑ ✓ ✔ ⭕ √
正确	正确 ✔️ ✅ ☑ ✓ ✔ ⭕ √
确认	确认 ✅ ✔️
确定	确定 ✅ ✔️
错	错 ❌ ✖️ ✖ ✗ ✘ × ☒ ❎
错误	错误 ❌ ✖️ ✖ ✗ ✘ × ☒ ❎
偏	偏 ∂ 𝛛 𝜕 𝝏
根号	根号 √ ∛ ∜
加	加 + ➕ ⁺ ₊ ⊕
和	和 & ∑ ∧
求和	求和 ∑
减	减 - ➖ ⁻ ₋ ⊖
加减	加减 ± ∓
正负	正负 ± ∓
负	负 -
乘	乘 × ✖️ * ❌ ⊗
积	积 ∏
乘积	乘积 ∏
除	除 ÷ / ➗ ⨸
幂	幂 ^ ² ³ ⁴ ⁵ ⁶ ⁷ ⁸ ⁹
次方	次方 ^ ² ³ ⁴ ⁵ ⁶ ⁷ ⁸ ⁹
次幂	次幂 ^ ² ³ ⁴ ⁵ ⁶ ⁷ ⁸ ⁹
平方	平方 ²
立方	立方 ³
比	比 : / ：
逗号	逗号 ， ,
省略	省略 ……
省略号	省略号 ……
句号	句号 。 .
分号	分号 ； ;
冒号	冒号 ： :
顿号	顿号 、
书名号	书名号 《》《 》
井	井 # ＃ #️⃣
波	波 ~ ～ ˜ ﹏ ﹋ ﹌
百分比	百分比 ㌫
卡路里	卡路里 ㎈ ㎉ ㌍
梯度	梯度 ∇
旋度	旋度 ∇×
散度	散度 ∇·
拉普拉斯	拉普拉斯 ∇² ∇·∇
拉普拉斯算符	拉普拉斯算符 ∇² ∇·∇
达朗贝尔	达朗贝尔 ☐²
达朗贝尔算符	达朗贝尔算符 ☐²
属于	属于 ∈ ∉ ∊ ∋ ∌ ∍
正比	正比 ∝
角	角 ∠
直角	直角 ∟ ⊾ ⦝
垂直	垂直 ⊥
平行	平行 ∥
弧	弧 ⌒
空	空 ∅ 🈳
空集	空集 ∅
包含	包含 ⊂ ⊃ ⊆ ⊇
并	并 ∪
交	交 🈘 ∩
或	或 ∨
反	反 ¬
逆	逆 ¬
并集	并集 ∪
交集	交集 ∩
因为	因为 ∵
所以	所以 ∴
阶乘	阶乘 !
直和	直和 ⊕
直积	直积 ⊗
章节	章节 §
节	节 §
段落	段落 ¶ ⁋
段	段 ¶ ⁋
页	页 ㌻
页码	页码 ㌻
等于	等于 = 🟰 ≈ ≡ ⇔ ≠ ≅ ⁼ ₌ ↔ ↕
等号	等号 = 🟰 ≈ ≡ ⇔ ≠ ≅ ⁼ ₌ ↔ ↕
约	约 ≈
约等于	约等于 ≈
全等	全等 ≅
小于	小于 < ≤ ≪ ⩻ ⋘ ⫷
大于	大于 > ≥ ≫ ⩼ ⋙ ⫸
远小于	远小于 ≪
远大于	远大于 ≫
小于等于	小于等于 ≤
大于等于	大于等于 ≥
不等于	不等于 ≠
不等	不等 ≠
任意	任意 ∀
存在	存在 ∃ ∄
问号	问号 ❓ ❔ ⁉️ ¿ ？ ?
疑问	疑问 😕 😖 🤔 🤨 🥴 🧐 ❓ ❔ ⁉️
呸	呸 😖
叹号	叹号 ❗ ❕ ‼️ ⁉️ ⁉ ¡
惊叹	惊叹 ❗ ❕ ‼️ ⁉️ 😮 😲 ⁉ ‽
惊讶	惊讶 😮 😲 ‼ ⁉ ❗ ❕ ⁉️ ‽
破折号	破折号 ——
百分	百分 % ％ 💯
千分	千分 ‰
万分	万分 ‱
万	万 卍 卐 🀇 🀈 🀉 🀊 🀋 🀌 🀍 🀎 🀏
条	条 🀐 🀑 🀒 🀓 🀔 🀕 🀖 🀗 🀘
纳粹	纳粹 卐
满分	满分 💯
大写	大写 🔠
小写	小写 🔡
符号	符号 🔣
血型	血型 🅰️ 🅱️ 🆎 🅾️
埃	埃 Å
字母	字母 🔤
求救	求救 🆘
免费	免费 🆓
身份	身份 🆔
清除	清除 🆑
升级	升级 🆙
停车	停车 🅿
信息	信息 ℹ
按钮	按钮 🅰 🆎 🅱 🆑 🆒 🆓 ℹ 🆔 Ⓜ 🆕 🆖 🅾 🆗 🅿 🆘 🆙 🆚 ✅ 🈯 💹 ❇️ ✳️ ❎ 🏧 🚾 ♿ 🅿️ 🈳 🈂️ 🛂 🛃 🛄 🛅 🚹 🚺 🚼 🚻 🚮 🎦 📶 🈁 🔣 ℹ️ 🔤 🔡 🔠 🆖 🆗 🆙 🆒 🆕 🆓 0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟 🔢 #️⃣ *️⃣ ⏏️ ▶️ ⏸ ⏯ ⏹ ⏺ ⏭ ⏮ ⏩ ⏪ ⏫ ⏬ ◀️ 🔼 🔽 ➡️ ⬅️ ⬆️ ⬇️ ↗️ ↘️ ↙️ ↖️ ↕️ ↔️ ↪️ ↩️ ⤴️ ⤵️ 🔀 🔁 🔂 🔄 🔃 ⟲ ⏹️ ⏺️ ⏏️ 🎦 ⏭️ ⏯️ ⏪ ⏮️
刷新	刷新 ⟲
五行	五行 ㊎ ㊍ ㊌ ㊋ ㊏
正	正 + ㊣
祝	祝 ㊗ ㈷
秘	秘 ㊙️
营	营 🈺
满	满 🈵
木	木 🪵 ㊍ ㈭
金	金 ㊎ ㈮
土	土 ㊏ ㈯
株	株 ㊑ ㈱
有	有 🈶 ㊒ ㈲
社	社 ㊓ ㈳
名	名 ㊔ ㈴
特	特 ㊕ ㈵
财	财 ㊖ ㈶
劳	劳 ㊘ ㈸
代	代 ㈹
呼	呼 ㈺
適	適 ㊜
优	优 ㊝
印	印 ㊞
注	注 ㊟
项	项 ㊠
休	休 ㊡ ㉁
自	自 ㉂
至	至 ~ ～ ㉃
到	到 ~ ～
写	写 ㊢
中	中 ㊥ 🈭 🀄
东	东 🀀
南	南 🀁
西	西 🀂
北	北 🀃
发	发 🀅
春	春 🀦
夏	夏 🀧
秋	秋 🀨
冬	冬 🀩
梅	梅 🀢
兰	兰 🀣
竹	竹 🀤
菊	菊 🀥
医	医 ㊩
宗	宗 ㊪
学	学 ㊫ ㈻
监	监 ㊬ ㈼
企	企 ㊭ ㈽
资	资 ㊮ ㈾
协	协 ㊯ ㈿
祭	祭 ㉀
夜	夜 ㊰
这	这 🈁
指	指 🈯 🫵 🫵🏻 🫵🏼 🫵🏽 🫵🏾 🫵🏿
得	得 🉐
割	割 🈹
禁	禁 🈲
无	无 🈚
可	可 🉑
申	申 🈸
合	合 🈴
字	字 🈑
双	双 🈒
多	多 🈕
解	解 🈖
天	天 🈗
映	映 🈙
料	料 🈛
前	前 🈜
后	后 🈝
再	再 🈞
新	新 🈟 🆕
初	初 🈠
终	终 🈡
生	生 🈢
贩	贩 🈣
声	声 🈤
吹	吹 🈥 🌬
演	演 🈦
打	打 🈱 🉅
投	投 🈧
捕	捕 🈨
游	游 🈫
幼	幼 ㉅
文	文 ㉆
筝	筝 ㉇
败	败 🉈
胜	胜 🉇
盗	盗 🉆
本	本 🉀
方框	方框 ☐ ▪ ▫ ◻ ◼ ◽ ◾ ⬛ ⬜ 🔶 🔷 🔸 🔹 💠 🔲 🔳 🟥 🟧 🟨 🟩 🟦 🟪 🟫
正方形	正方形 ☐ ▪ ▫ ◻ ◼ ◽ ◾ ⬛ ⬜ 🔶 🔷 🔸 🔹 💠 🔲 🔳 🟥 🟧 🟨 🟩 🟦 🟪 🟫
方块	方块 ☐ ▪ ▫ ◻ ◼ ◽ ◾ ⬛ ⬜ 🔶 🔷 🔸 🔹 💠 🔲 🔳 🟥 🟧 🟨 🟩 🟦 🟪 🟫
菱形	菱形 ◇ ◆
三角	三角 △ 🔺 🔻
圆	圆 ⚪ ⚫ 🔴 🔵 🟠 🟡 🟢 🟣 🟤
圆形	圆形 ⚪ ⚫ 🔴 🔵 🟠 🟡 🟢 🟣 🟤
天气	天气 ☀ 🌤 ⛅ 🌥 🌦 ☁ 🌧 ⛈ 🌩 ⚡ 🔥 💥 ❄ 🌨 ☃ ⛄ 🌬 💨 🌪 🌫 ☔ 💧 💦 🌊
桥	桥 🌉
自然	自然 🌃 🌃 🌄 🌅 🌆 🌇 🌈 🌉 🌋 🌌
生肖	生肖 🐭 🐮 🐯 🐰 🐲 🐍 🐴 🐏 🐵 🐔 🐶 🐷
五官	五官 👀 👁 👂 👃 👄 👅
血	血 🩸
AB型血	AB型血 🆎
A型血	A型血 🅰
B型血	B型血 🅱
O型血	O型血 🅾
国旗	国旗 🏳 🏴 🏁 🏳️‍🌈 🎌
旗帜	旗帜 🏁 🚩 🎌 🏴 🏳 🏳️‍🌈 🏳️‍⚧️ 🏴‍☠️
旗子	旗子 🏁 🚩 🎌 🏴 🏳 🏳️‍🌈 🏳️‍⚧️ 🏴‍☠️
红旗	红旗 🚩
旗	旗 🏁 🚩 🎌 🏴 🏳 🏳️‍🌈 🏳️‍⚧️ 🏴‍☠️
投降	投降 🏳️
彩虹旗	彩虹旗 🏳️‍🌈
变性	变性 ⚧️ 🏳️‍⚧️
跨性别	跨性别 ⚧️ 🏳️‍⚧️
异性	异性 ⚤ 💏 👫 💏
同性	同性 ⚢ ⚣ 🏳️‍🌈 👬 👭 👨‍❤️‍👨 👩‍❤️‍👩 👨‍❤️‍💋‍👨 👩‍❤️‍💋‍👩
异性恋	异性恋 ⚤ 💏 👫 💏
同性恋	同性恋 ⚢ ⚣ 🏳️‍🌈 👬 👭 👨‍❤️‍👨 👩‍❤️‍👩 👨‍❤️‍💋‍👨 👩‍❤️‍💋‍👩
海盗	海盗 🏴‍☠️
阿森松岛	阿森松岛 🇦🇨
Ascension	Ascension 🇦🇨
安道尔	安道尔 🇦🇩
Andorra	Andorra 🇦🇩
阿拉伯联合酋长国	阿拉伯联合酋长国 🇦🇪
Arab	Arab 🇦🇪
阿富汗	阿富汗 🇦🇫
Afghanistan	Afghanistan 🇦🇫
安提瓜和巴布达	安提瓜和巴布达 🇦🇬
Antigua	Antigua 🇦🇬
Barbuda	Barbuda 🇦🇬
安圭拉岛	安圭拉岛 🇦🇮
Anguilla	Anguilla 🇦🇮
阿尔巴尼亚	阿尔巴尼亚 🇦🇱
Albania	Albania 🇦🇱
亚美尼亚	亚美尼亚 🇦🇲
Armenia	Armenia 🇦🇲
安哥拉	安哥拉 🇦🇴
Angola	Angola 🇦🇴
南极洲	南极洲 🇦🇶
Antarctica	Antarctica 🇦🇶
阿根廷	阿根廷 🇦🇷
Argentina	Argentina 🇦🇷
奥地利	奥地利 🇦🇹
Austria	Austria 🇦🇹
澳大利亚	澳大利亚 🇦🇺
Australia	Australia 🇦🇺
阿鲁巴岛	阿鲁巴岛 🇦🇼
Aruba	Aruba 🇦🇼
阿兰群岛	阿兰群岛 🇦🇽
Åland	Åland 🇦🇽
阿塞拜疆	阿塞拜疆 🇦🇿
Azerbaijan	Azerbaijan 🇦🇿
波斯尼亚和黑塞哥维那	波斯尼亚和黑塞哥维那 🇧🇦
Bosnia	Bosnia 🇧🇦
Herzegovina	Herzegovina 🇧🇦
巴巴多斯	巴巴多斯 🇧🇧
Barbados	Barbados 🇧🇧
孟加拉	孟加拉 🇧🇩
Bangladesh	Bangladesh 🇧🇩
比利时	比利时 🇧🇪
Belgium	Belgium 🇧🇪
布基纳法索	布基纳法索 🇧🇫
BurkinaFaso	BurkinaFaso 🇧🇫
保加利亚	保加利亚 🇧🇬
Bulgaria	Bulgaria 🇧🇬
巴林	巴林 🇧🇭
Bahrain	Bahrain 🇧🇭
布隆迪	布隆迪 🇧🇮
Burundi	Burundi 🇧🇮
贝宁	贝宁 🇧🇯
Benin	Benin 🇧🇯
百慕大	百慕大 🇧🇲
Bermuda	Bermuda 🇧🇲
文莱	文莱 🇧🇳
Brunei	Brunei 🇧🇳
玻利维亚	玻利维亚 🇧🇴
Bolivia	Bolivia 🇧🇴
加勒比	加勒比 🇧🇶
Caribbean	Caribbean 🇧🇶
巴西	巴西 🇧🇷
Brazil	Brazil 🇧🇷
巴哈马	巴哈马 🇧🇸
Bahamas	Bahamas 🇧🇸
不丹	不丹 🇧🇹
Bhutan	Bhutan 🇧🇹
布维岛	布维岛 🇧🇻
Bouvet	Bouvet 🇧🇻
博茨瓦纳	博茨瓦纳 🇧🇼
Botswana	Botswana 🇧🇼
白俄罗斯	白俄罗斯 🇧🇾
Belarus	Belarus 🇧🇾
伯利兹	伯利兹 🇧🇿
Belize	Belize 🇧🇿
加拿大	加拿大 🇨🇦
Canada	Canada 🇨🇦
汤加	汤加 🇹🇴
Tonga	Tonga 🇹🇴
科科斯	科科斯 🇨🇨
Cocos	Cocos 🇨🇨
刚果	刚果 🇨🇩 🇨🇬
Congo	Congo 🇨🇩 🇨🇬
中非共和国	中非共和国 🇨🇫
African	African 🇨🇫
瑞士	瑞士 🇨🇭
Switzerland	Switzerland 🇨🇭
科特迪瓦	科特迪瓦 🇨🇮
库克群岛	库克群岛 🇨🇰
Cook	Cook 🇨🇰
智利	智利 🇨🇱
Chile	Chile 🇨🇱
喀麦隆	喀麦隆 🇨🇲
Cameroon	Cameroon 🇨🇲
中国	中国 🇨🇳 中华人民共和国
中华人民共和国	中华人民共和国 🇨🇳
China	China 🇨🇳
哥伦比亚	哥伦比亚 🇨🇴
Colombia	Colombia 🇨🇴
克利珀顿	克利珀顿 🇨🇵
Clipperton	Clipperton 🇨🇵
哥斯达黎加	哥斯达黎加 🇨🇷
古巴	古巴 🇨🇺
Cuba	Cuba 🇨🇺
佛得角	佛得角 🇨🇻
库拉索	库拉索 🇨🇼
Curaçao	Curaçao 🇨🇼
圣诞岛	圣诞岛 🇨🇽
Christmas	Christmas 🇨🇽
塞浦路斯	塞浦路斯 🇨🇾
Cyprus	Cyprus 🇨🇾
捷克	捷克 🇨🇿
Czech	Czech 🇨🇿
德国	德国 🇩🇪 德意志联邦共和国
Germany	Germany 🇩🇪
迪戈加西亚岛	迪戈加西亚岛 🇩🇬
吉布提	吉布提 🇩🇯
Djibouti	Djibouti 🇩🇯
丹麦	丹麦 🇩🇰
Denmark	Denmark 🇩🇰
多米尼加	多米尼加 🇩🇲 🇩🇴
Dominica	Dominica 🇩🇲 🇩🇴
阿尔及利亚	阿尔及利亚 🇩🇿
Algeria	Algeria 🇩🇿
休达	休达 🇪🇦
梅利利亚	梅利利亚 🇪🇦
Ceuta	Ceuta 🇪🇦
Melilla	Melilla 🇪🇦
厄瓜多尔	厄瓜多尔 🇪🇨
Ecuador	Ecuador 🇪🇨
爱沙尼亚	爱沙尼亚 🇪🇪
Estonia	Estonia 🇪🇪
埃及	埃及 🇪🇬
Egypt	Egypt 🇪🇬
撒哈拉	撒哈拉 🇪🇭
Sahara	Sahara 🇪🇭
厄立特里亚	厄立特里亚 🇪🇷
Eritrea	Eritrea 🇪🇷
西班牙	西班牙 🇪🇸
Spain	Spain 🇪🇸
埃塞俄比亚	埃塞俄比亚 🇪🇹
Ethiopia	Ethiopia 🇪🇹
欧盟	欧盟 🇪🇺
芬兰	芬兰 🇫🇮
Finland	Finland 🇫🇮
斐济	斐济 🇫🇯
Fiji	Fiji 🇫🇯
福克兰群岛	福克兰群岛 🇫🇰
Falkland	Falkland 🇫🇰
密克罗尼西亚	密克罗尼西亚 🇫🇲
法罗群岛	法罗群岛 🇫🇴
Faroe	Faroe 🇫🇴
法国	法国 🇫🇷 法兰西共和国
France	France 🇫🇷
加蓬	加蓬 🇬🇦
Gabon	Gabon 🇬🇦
英国	英国 🇬🇧 大不列颠及北爱尔兰联合王国
格林纳达	格林纳达 🇬🇩
Grenada	Grenada 🇬🇩
格鲁吉亚	格鲁吉亚 🇬🇪
Georgia	Georgia 🇬🇪
加纳	加纳 🇬🇭
Ghana	Ghana 🇬🇭
直布罗陀	直布罗陀 🇬🇮
Gibraltar	Gibraltar 🇬🇮
格陵兰	格陵兰 🇬🇱
Greenland	Greenland 🇬🇱
冈比亚	冈比亚 🇬🇲
Gambia	Gambia 🇬🇲
几内亚	几内亚 🇬🇳
Guinea	Guinea 🇬🇳
赤道几内亚	赤道几内亚 🇬🇶
希腊	希腊 🇬🇷 
Greece	Greece 🇬🇷
危地马拉	危地马拉 🇬🇹
Guatemala	Guatemala 🇬🇹
关岛	关岛 🇬🇺
Guam	Guam 🇬🇺
几内亚比绍	几内亚比绍 🇬🇼
香港	香港 🇭🇰
洪都拉斯	洪都拉斯 🇭🇳
Honduras	Honduras 🇭🇳
克罗地亚	克罗地亚 🇭🇷
Croatia	Croatia 🇭🇷
海地	海地 🇭🇹
Haiti	Haiti 🇭🇹
匈牙利	匈牙利 🇭🇺
Hungary	Hungary 🇭🇺
印度尼西亚	印度尼西亚 🇮🇩
Indonesia	Indonesia 🇮🇩
爱尔兰	爱尔兰 🇮🇪
Ireland	Ireland 🇮🇪
以色列	以色列 🇮🇱
Israel	Israel 🇮🇱
印度	印度 🇮🇳
India	India 🇮🇳
伊拉克	伊拉克 🇮🇶
Iraq	Iraq 🇮🇶
伊朗	伊朗 🇮🇷
Iran	Iran 🇮🇷
冰岛	冰岛 🇮🇸
Iceland	Iceland 🇮🇸
意大利	意大利 🇮🇹
Italy	Italy 🇮🇹
牙买加	牙买加 🇯🇲
Jamaica	Jamaica 🇯🇲
约旦	约旦 🇯🇴
Jordan	Jordan 🇯🇴
日本	日本 🇯🇵 🗾 🎌 ㍻ ㍼ ㍽ ㍾ ㋿ ㍿
Japan	Japan 🇯🇵 🗾 🎌
肯尼亚	肯尼亚 🇰🇪
Kenya	Kenya 🇰🇪
吉尔吉斯斯坦	吉尔吉斯斯坦 🇰🇬
Kyrgyzstan	Kyrgyzstan 🇰🇬
柬埔寨	柬埔寨 🇰🇭
Cambodia	Cambodia 🇰🇭
基里巴斯	基里巴斯 🇰🇮
Kiribati	Kiribati 🇰🇮
朝鲜	朝鲜 🇰🇵
韩国	韩国 🇰🇷
Korea	Korea 🇰🇵 🇰🇷
科威特	科威特 🇰🇼
Kuwait	Kuwait 🇰🇼
哈萨克斯坦	哈萨克斯坦 🇰🇿
Kazakhstan	Kazakhstan 🇰🇿
老挝	老挝 🇱🇦
黎巴嫩	黎巴嫩 🇱🇧
Lebanon	Lebanon 🇱🇧
列支敦士登	列支敦士登 🇱🇮
Liechtenstein	Liechtenstein 🇱🇮
利比里亚	利比里亚 🇱🇷
Liberia	Liberia 🇱🇷
莱索托	莱索托 🇱🇸
Lesotho	Lesotho 🇱🇸
立陶宛	立陶宛 🇱🇹
Lithuania	Lithuania 🇱🇹
卢森堡	卢森堡 🇱🇺
Luxemburg	Luxemburg 🇱🇺
拉脱维亚	拉脱维亚 🇱🇻
Latvia	Latvia 🇱🇻
利比亚	利比亚 🇱🇾
Libya	Libya 🇱🇾
摩洛哥	摩洛哥 🇲🇦
Morocco	Morocco 🇲🇦
摩纳哥	摩纳哥 🇲🇨
Monaco	Monaco 🇲🇨
摩尔多瓦	摩尔多瓦 🇲🇩
Moldova	Moldova 🇲🇩
黑山	黑山 🇲🇪
Montenegro	Montenegro 🇲🇪
马达加斯加	马达加斯加 🇲🇬
Madagascar	Madagascar 🇲🇬
马其顿	马其顿 🇲🇰
Macedonia	Macedonia 🇲🇰
马里	马里 🇲🇱
Mali	Mali 🇲🇱
缅甸	缅甸 🇲🇲
Myanmar	Myanmar 🇲🇲
蒙古	蒙古 🇲🇳
Mongolia	Mongolia 🇲🇳
澳门	澳门 🇲🇴
Macau	Macau 🇲🇴
毛里塔尼亚	毛里塔尼亚 🇲🇷
Mauritania	Mauritania 🇲🇷
马耳他	马耳他 🇲🇹
Malta	Malta 🇲🇹
毛里求斯	毛里求斯 🇲🇺
Mauritius	Mauritius 🇲🇺
马尔代夫	马尔代夫 🇲🇻
Maldives	Maldives 🇲🇻
马拉维	马拉维 🇲🇼
Malawi	Malawi 🇲🇼
墨西哥	墨西哥 🇲🇽
Mexico	Mexico 🇲🇽
马来西亚	马来西亚 🇲🇾
Malaysia	Malaysia 🇲🇾
莫桑比克	莫桑比克 🇲🇿
Mozambique	Mozambique 🇲🇿
纳米比亚	纳米比亚 🇳🇦
Namibia	Namibia 🇳🇦
尼日尔	尼日尔 🇳🇪
Niger	Niger 🇳🇪
尼日利亚	尼日利亚 🇳🇬
Nigeria	Nigeria 🇳🇬
尼加拉瓜	尼加拉瓜 🇳🇮
Nicaragua	Nicaragua 🇳🇮
荷兰	荷兰 🇳🇱
Netherlands	Netherlands 🇳🇱
挪威	挪威 🇳🇴
Norway	Norway 🇳🇴
